491399324358361_518250268339933
491399324358361_518237441674549
491399324358361_523486804482946
491399324358361_523379177827042
491399324358361_523327957832164
491399324358361_523102424521384
491399324358361_523066661191627
491399324358361_523027187862241
491399324358361_522816947883265
491399324358361_522724761225817
491399324358361_522506354580991
491399324358361_522459457919014
491399324358361_522323581265935
491399324358361_516338635197763
491399324358361_522184724613154
491399324358361_1667258273517984
491399324358361_521926337972326
491399324358361_521783864653240
491399324358361_521706554660971
491399324358361_521654721332821
491399324358361_521604578004502
491399324358361_521057454725881
491399324358361_521278321370461
491399324358361_521270918037868
491399324358361_521060431392250
491399324358361_521057964725830
491399324358361_521052758059684
491399324358361_521043364727290
491399324358361_521038201394473
491399324358361_520793181418975
491399324358361_520704678094492
491399324358361_520470374784589
491399324358361_520450678119892
491399324358361_520426894788937
491399324358361_520172334814393
491399324358361_520178801480413
491399324358361_520082071490086
491399324358361_519993898165570
491399324358361_519849578180002
491399324358361_519640061534287
491399324358361_519533111544982
491399324358361_519373971560896
491399324358361_519253218239638
491399324358361_519107948254165
491399324358361_519049871593306
491399324358361_518801824951444
491399324358361_518768918288068
491399324358361_518510634980563
491399324358361_518552598309700
491399324358361_518278071670486
491399324358361_518009215030705
491399324358361_518000945031532
491399324358361_517622045069422
491399324358361_517250545106572
491399324358361_517403295091297
491399324358361_517111341787159
491399324358361_516809348484025
491399324358361_516749208490039
491399324358361_516602361838057
491399324358361_516409615190665
491399324358361_516354981862795
491399324358361_515885021909791
491399324358361_515838628581097
491399324358361_515818368583123
491399324358361_515654181932875
491399324358361_515557965275830
491399324358361_515475585284068
491399324358361_515220148642945
491399324358361_515180938646866
491399324358361_515171298647830
491399324358361_515140198650940
491399324358361_515014571996836
491399324358361_514940168670943
491399324358361_514849958679964
491399324358361_514677265363900
491399324358361_514330158731944
491399324358361_514347522063541
491399324358361_514165382081755
491399324358361_514297088735251
